Date,Source,Signal Type,Ticker,Entity,Direction,Value (USD),Traded At,More Info
2026-03-24 09:57,congress,congress_sell,AAPL,Sheldon Whitehouse,SELL,15001.0,2025-09-04,
2026-03-24 09:57,congress,congress_sell,MSFT,Sheldon Whitehouse,SELL,15001.0,2025-09-04,
2026-03-24 09:57,congress,congress_sell,AMGN,Sheldon Whitehouse,SELL,1001.0,2025-09-04,
2026-03-24 09:57,congress,congress_sell,NVDA,Sheldon Whitehouse,SELL,15001.0,2025-09-04,
2026-03-24 09:57,congress,congress_sell,VZ,Sheldon Whitehouse,SELL,1001.0,2025-09-04,
2026-03-24 09:57,congress,congress_sell,MSFT,Shelley Moore Capito,SELL,15001.0,2025-09-18,
2026-03-24 09:57,congress,congress_sell,AAPL,Shelley Moore Capito,SELL,15001.0,2025-09-18,
2026-03-24 09:57,congress,congress_sell,PEP,John Hickenlooper,SELL,100001.0,2025-09-02,
2026-03-24 09:57,congress,congress_buy,INTU,John Hickenlooper,BUY,100001.0,2025-09-02,
2026-03-24 09:57,congress,congress_buy,PANW,John Hickenlooper,BUY,100001.0,2025-09-02,
2026-03-24 09:57,congress,congress_buy,ADBE,John Boozman,BUY,1001.0,2025-09-04,
2026-03-24 09:57,congress,congress_buy,ETN,John Boozman,BUY,1001.0,2025-09-12,
2026-03-24 09:57,congress,congress_buy,SHY,John Boozman,BUY,1001.0,2025-09-16,
2026-03-24 09:57,congress,congress_buy,IEF,John Boozman,BUY,15001.0,2025-09-16,
2026-03-24 09:57,congress,congress_buy,SCHP,John Boozman,BUY,1001.0,2025-09-16,
2026-03-24 09:57,congress,congress_buy,IEI,John Boozman,BUY,15001.0,2025-09-16,
2026-03-24 09:57,congress,congress_buy,GOOGL,John Boozman,BUY,15001.0,2025-09-17,
2026-03-24 09:57,congress,congress_sell,ORCL,John Boozman,SELL,1001.0,2025-09-12,
2026-03-24 09:57,congress,congress_sell,AGZ,John Boozman,SELL,1001.0,2025-09-16,
2026-03-24 09:57,congress,congress_sell,GBIL,John Boozman,SELL,1001.0,2025-09-16,
2026-03-24 09:57,congress,congress_sell,GIGB,John Boozman,SELL,1001.0,2025-09-16,
2026-03-24 09:57,congress,congress_sell,TLT,John Boozman,SELL,15001.0,2025-09-16,
2026-03-24 09:57,congress,congress_sell,CMBS,John Boozman,SELL,1001.0,2025-09-16,
2026-03-24 09:57,congress,congress_sell,MBB,John Boozman,SELL,1001.0,2025-09-16,
2026-03-24 09:57,congress,congress_sell,JMBS,John Boozman,SELL,1001.0,2025-09-16,
2026-03-24 09:57,congress,congress_sell,MU,John Boozman,SELL,1001.0,2025-09-17,
2026-03-24 09:57,congress,congress_sell,PEBO,James Conley Justice II,SELL,250001.0,2025-08-28,
2026-03-24 09:57,congress,congress_sell,GOOG,Jerry Moran,SELL,1001.0,2025-09-23,
2026-03-24 09:57,congress,congress_buy,BRK.B,Jerry Moran,BUY,1001.0,2025-09-23,
2026-03-24 09:57,congress,congress_sell,NVDA,Sheldon Whitehouse,SELL,15001.0,2025-10-20,
2026-03-24 09:57,congress,congress_sell,PGR,Sheldon Whitehouse,SELL,15001.0,2025-10-27,
2026-03-24 09:57,congress,congress_sell,COST,Shelley Moore Capito,SELL,1001.0,2025-10-17,
2026-03-24 09:57,congress,congress_sell,CVX,Shelley Moore Capito,SELL,1001.0,2025-10-17,
2026-03-24 09:57,congress,congress_sell,LOW,Shelley Moore Capito,SELL,1001.0,2025-10-20,
2026-03-24 09:57,congress,congress_sell,PAYX,Shelley Moore Capito,SELL,1001.0,2025-10-21,
2026-03-24 09:57,congress,congress_sell,LOW,Shelley Moore Capito,SELL,1001.0,2025-10-21,
2026-03-24 09:57,congress,congress_sell,MSFT,Shelley Moore Capito,SELL,1001.0,2025-10-22,
2026-03-24 09:57,congress,congress_buy,LLY,Shelley Moore Capito,BUY,1001.0,2025-10-24,
2026-03-24 09:57,congress,congress_sell,MSFT,Shelley Moore Capito,SELL,15001.0,2025-10-29,
2026-03-24 09:57,congress,congress_sell,IBM,Shelley Moore Capito,SELL,15001.0,2025-10-29,
2026-03-24 09:57,congress,congress_sell,GS,Ted Cruz,SELL,100001.0,2025-11-11,
2026-03-24 09:57,congress,congress_buy,FTGC,John Boozman,BUY,1001.0,2025-10-03,
2026-03-24 09:57,congress,congress_buy,EIPI,John Boozman,BUY,15001.0,2025-10-03,
2026-03-24 09:57,congress,congress_buy,COST,John Boozman,BUY,1001.0,2025-10-09,
2026-03-24 09:57,congress,congress_buy,META,John Boozman,BUY,1001.0,2025-10-31,
2026-03-24 09:57,congress,congress_sell,IQV,John Boozman,SELL,1001.0,2025-10-02,
2026-03-24 09:57,congress,congress_sell,URNM,John Boozman,SELL,1001.0,2025-10-03,
2026-03-24 09:57,congress,congress_sell,EMLP,John Boozman,SELL,15001.0,2025-10-03,
2026-03-24 09:57,congress,congress_sell,LITP,John Boozman,SELL,1001.0,2025-10-03,
2026-03-24 09:57,congress,congress_sell,SLV,John Boozman,SELL,1001.0,2025-10-03,
2026-03-24 09:57,congress,congress_sell,COLPAL,John Boozman,SELL,1001.0,2025-10-09,
2026-03-24 09:57,congress,congress_sell,OMC,John Boozman,SELL,1001.0,2025-10-31,
2026-03-24 09:57,congress,congress_sell,TPYP,John Boozman,SELL,1001.0,2025-11-03,
2026-03-24 09:57,congress,congress_sell,GOOGL,Tommy Tuberville,SELL,15001.0,2025-10-07,
2026-03-24 09:57,congress,congress_sell,PEP,Tommy Tuberville,SELL,15001.0,2025-10-07,
2026-03-24 09:57,congress,congress_sell,AAPL,Tommy Tuberville,SELL,15001.0,2025-10-07,
2026-03-24 09:57,congress,congress_sell,ORCL,Tommy Tuberville,SELL,15001.0,2025-10-07,
2026-03-24 09:57,congress,congress_sell,OC,Tommy Tuberville,SELL,15001.0,2025-10-07,
2026-03-24 09:57,congress,congress_sell,MSFT,Tommy Tuberville,SELL,15001.0,2025-10-07,
2026-03-24 09:57,congress,congress_sell,TMUS,Markwayne Mullin,SELL,50001.0,2025-11-03,
2026-03-24 09:57,congress,congress_buy,MSFT,Markwayne Mullin,BUY,250001.0,2025-11-03,
2026-03-24 09:57,congress,congress_sell,BRK.B,Markwayne Mullin,SELL,15001.0,2025-11-03,
2026-03-24 09:57,congress,congress_sell,CMG,Markwayne Mullin,SELL,15001.0,2025-11-03,
2026-03-24 09:57,congress,congress_sell,FI,Markwayne Mullin,SELL,15001.0,2025-11-03,
2026-03-24 09:57,congress,congress_sell,OGN,Gary Peters,SELL,1001.0,2025-07-10,
2026-03-24 09:57,congress,congress_sell,HBAN,Tina Smith,SELL,100001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,BITB,David H. McCormick,BUY,50001.0,2025-11-24,
2026-03-24 09:57,congress,congress_buy,BITB,David H. McCormick,BUY,15001.0,2025-11-25,
2026-03-24 09:57,congress,congress_sell,VWUSX,Lindsey Graham,SELL,100001.0,2025-11-06,
2026-03-24 09:57,congress,congress_buy,VWUAX,Lindsey Graham,BUY,100001.0,2025-11-06,
2026-03-24 09:57,congress,congress_buy,HSY,Sheldon Whitehouse,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,KO,Sheldon Whitehouse,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,GH,Sheldon Whitehouse,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,META,Shelley Moore Capito,BUY,1001.0,2025-11-13,
2026-03-24 09:57,congress,congress_sell,LOW,Shelley Moore Capito,SELL,1001.0,2025-11-13,
2026-03-24 09:57,congress,congress_sell,PAYX,Shelley Moore Capito,SELL,1001.0,2025-11-13,
2026-03-24 09:57,congress,congress_buy,CAG,Gary Peters,BUY,1001.0,2025-11-14,
2026-03-24 09:57,congress,congress_sell,CSX,Markwayne Mullin,SELL,15001.0,2025-11-10,
2026-03-24 09:57,congress,congress_buy,PNR,Markwayne Mullin,BUY,15001.0,2025-11-10,
2026-03-24 09:57,congress,congress_sell,ZTS,Markwayne Mullin,SELL,15001.0,2025-11-10,
2026-03-24 09:57,congress,congress_buy,COF,Markwayne Mullin,BUY,50001.0,2025-11-10,
2026-03-24 09:57,congress,congress_buy,VWO,John Boozman,BUY,1001.0,2025-11-06,
2026-03-24 09:57,congress,congress_buy,VEA,John Boozman,BUY,1001.0,2025-11-06,
2026-03-24 09:57,congress,congress_buy,ANET,John Boozman,BUY,1001.0,2025-11-13,
2026-03-24 09:57,congress,congress_buy,AMZN,John Boozman,BUY,1001.0,2025-11-13,
2026-03-24 09:57,congress,congress_buy,WWSYX,John Boozman,BUY,1001.0,2025-11-20,
2026-03-24 09:57,congress,congress_buy,PYPL,John Boozman,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,MBB,John Boozman,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,JMBS,John Boozman,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,GIGB,John Boozman,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,MDY,John Boozman,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,CMBS,John Boozman,BUY,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,AAXJ,John Boozman,SELL,1001.0,2025-11-06,
2026-03-24 09:57,congress,congress_sell,CRM,John Boozman,SELL,1001.0,2025-11-13,
2026-03-24 09:57,congress,congress_sell,EFA,John Boozman,SELL,1001.0,2025-11-20,
2026-03-24 09:57,congress,congress_sell,RNWAX,John Boozman,SELL,1001.0,2025-11-20,
2026-03-24 09:57,congress,congress_sell,GEM,John Boozman,SELL,1001.0,2025-11-20,
2026-03-24 09:57,congress,congress_sell,FTGC,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,LLY,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,IWM,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,FISV,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,EIPI,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,VEA,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,IVV,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,TPYP,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_sell,VNQI,John Boozman,SELL,1001.0,2025-11-21,
2026-03-24 09:57,congress,congress_buy,WFC,A. Mitchell Jr. McConnell,BUY,1001.0,2025-12-01,
2026-03-24 09:57,congress,congress_buy,BITB,David H. McCormick,BUY,50001.0,2025-11-26,
2026-03-24 09:57,congress,congress_buy,BITB,David H. McCormick,BUY,50001.0,2025-11-28,
2026-03-24 09:57,congress,congress_sell,BSCP,Lindsey Graham,SELL,15001.0,2025-12-17,
2026-03-24 09:57,congress,congress_sell,IBDQ,Lindsey Graham,SELL,15001.0,2025-12-18,
2026-03-24 09:57,congress,congress_buy,BSCQ,Lindsey Graham,BUY,15001.0,2025-12-31,
2026-03-24 09:57,congress,congress_sell,K,Shelley Moore Capito,SELL,1001.0,2025-12-11,
2026-03-24 09:57,congress,congress_sell,AAPL,Shelley Moore Capito,SELL,1001.0,2025-12-16,
2026-03-24 09:57,congress,congress_sell,GOOGL,Shelley Moore Capito,SELL,1001.0,2025-12-16,
2026-03-24 09:57,congress,congress_sell,MSFT,Shelley Moore Capito,SELL,1001.0,2025-12-16,
2026-03-24 09:57,congress,congress_sell,FWONK,John Hickenlooper,SELL,15001.0,2025-12-10,
2026-03-24 09:57,congress,congress_buy,VZ,Gary Peters,BUY,1001.0,2025-12-12,
2026-03-24 09:57,congress,congress_sell,INTC,Gary Peters,SELL,15001.0,2025-12-12,
2026-03-24 09:57,congress,congress_buy,SMCI,John Boozman,BUY,1001.0,2025-12-11,
2026-03-24 09:57,congress,congress_buy,ANET,John Boozman,BUY,1001.0,2025-12-11,
2026-03-24 09:57,congress,congress_buy,WFC,John Boozman,BUY,1001.0,2025-12-17,
2026-03-24 09:57,congress,congress_buy,AAPL,John Boozman,BUY,1001.0,2025-12-17,
2026-03-24 09:57,congress,congress_buy,MSFT,John Boozman,BUY,1001.0,2025-12-17,
2026-03-24 09:57,congress,congress_buy,SPYM,John Boozman,BUY,15001.0,2025-12-24,
2026-03-24 09:57,congress,congress_buy,IJR,John Boozman,BUY,1001.0,2025-12-26,
2026-03-24 09:57,congress,congress_buy,IVW,John Boozman,BUY,1001.0,2025-12-31,
2026-03-24 09:57,congress,congress_sell,TBLL,John Boozman,SELL,1001.0,2025-12-11,
2026-03-24 09:57,congress,congress_sell,MSI,John Boozman,SELL,1001.0,2025-12-17,
2026-03-24 09:57,congress,congress_sell,BSX,John Boozman,SELL,1001.0,2025-12-17,
2026-03-24 09:57,congress,congress_sell,SLV,John Boozman,SELL,1001.0,2025-12-24,
2026-03-24 09:57,congress,congress_sell,PALL,John Boozman,SELL,1001.0,2025-12-24,
2026-03-24 09:57,congress,congress_sell,PPLT,John Boozman,SELL,1001.0,2025-12-24,
2026-03-24 09:57,congress,congress_sell,KRE,John Boozman,SELL,1001.0,2025-12-26,
2026-03-24 09:57,congress,congress_sell,SMCI,John Boozman,SELL,1001.0,2025-12-31,
2026-03-24 09:57,congress,congress_sell,LAZR,A. Mitchell Jr. McConnell,SELL,1001.0,2025-12-24,
2026-03-24 09:57,congress,congress_sell,PRMB,Markwayne Mullin,SELL,1001.0,2025-12-17,
2026-03-24 09:57,congress,congress_sell,PRMB,Markwayne Mullin,SELL,1001.0,2025-12-18,
2026-03-24 09:57,congress,congress_sell,MTZ,Markwayne Mullin,SELL,15001.0,2025-12-18,
2026-03-24 09:57,congress,congress_sell,IRM,Markwayne Mullin,SELL,15001.0,2025-12-18,
2026-03-24 09:57,congress,congress_sell,COHR,Markwayne Mullin,SELL,15001.0,2025-12-18,
2026-03-24 09:57,congress,congress_sell,CRDO,Markwayne Mullin,SELL,15001.0,2025-12-18,
2026-03-24 09:57,congress,congress_sell,AIT,Markwayne Mullin,SELL,15001.0,2025-12-18,
2026-03-24 09:57,congress,congress_sell,DELL,Markwayne Mullin,SELL,15001.0,2025-12-18,
2026-03-24 09:57,congress,congress_sell,GS,Markwayne Mullin,SELL,15001.0,2025-12-18,
2026-03-24 09:57,congress,congress_sell,LRN,Markwayne Mullin,SELL,1001.0,2025-12-18,
2026-03-24 09:57,congress,congress_buy,XLU,Tommy Tuberville,BUY,15001.0,2025-12-17,
2026-03-24 09:57,congress,congress_buy,XLV,Tommy Tuberville,BUY,15001.0,2025-12-17,
2026-03-24 09:57,congress,congress_buy,XLP,Tommy Tuberville,BUY,15001.0,2025-12-17,
2026-03-24 09:57,congress,congress_sell,GOOGL,Tommy Tuberville,SELL,1001.0,2025-12-17,
2026-03-24 09:57,congress,congress_sell,AAPL,Tommy Tuberville,SELL,50001.0,2025-12-17,
2026-03-24 09:57,congress,congress_buy,LLY,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,IQV,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,BSX,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,NVDA,Markwayne Mullin,BUY,100001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,AMAT,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,AMZN,Markwayne Mullin,BUY,100001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,MA,Markwayne Mullin,BUY,50001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,AXP,Markwayne Mullin,BUY,1001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,AAPL,Markwayne Mullin,BUY,100001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,DE,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,JPM,Markwayne Mullin,BUY,50001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,MSFT,Markwayne Mullin,BUY,100001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,META,Markwayne Mullin,BUY,50001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,GOOGL,Markwayne Mullin,BUY,100001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,HD,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,COP,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,LRCX,Markwayne Mullin,BUY,50001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,NOW,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,INTU,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,KO,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,ISRG,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,CAT,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,GS,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,CVX,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,HLT,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,COF,Markwayne Mullin,BUY,50001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,CRM,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,ICE,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,ELV,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,RTX,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,COST,Markwayne Mullin,BUY,15001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,WPC,Gary Peters,BUY,15001.0,2026-01-12,
2026-03-24 09:57,congress,congress_buy,SWK,Gary Peters,BUY,15001.0,2026-01-12,
2026-03-24 09:57,congress,congress_buy,PG,David J. Taylor,BUY,1001.0,2026-01-09,
2026-03-24 09:57,congress,congress_buy,TEM,Nancy Pelosi,BUY,50001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,NVDA,Nancy Pelosi,BUY,250001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,GOOGL,Nancy Pelosi,BUY,500001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,VST,Nancy Pelosi,BUY,100001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,AMZN,Nancy Pelosi,BUY,500001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,FMAO,Robert E. Latta,BUY,1001.0,2026-01-20,
2026-03-24 09:57,congress,congress_buy,T,Tim Moore,BUY,15001.0,2026-01-09,
2026-03-24 09:57,congress,congress_sell,CMCSA,Angus King,SELL,1001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,LLY,Angus King,BUY,1001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,HON,Angus King,BUY,1001.0,2025-12-29,
2026-03-24 09:57,congress,congress_buy,AMZN,Katie Britt,BUY,1001.0,2025-04-30,
2026-03-24 09:57,congress,congress_buy,NVDA,Katie Britt,BUY,1001.0,2025-04-30,
2026-03-24 09:57,congress,congress_buy,AAPL,Katie Britt,BUY,1001.0,2025-04-30,
2026-03-24 09:57,congress,congress_sell,XOM,Katie Britt,SELL,1001.0,2025-04-30,
2026-03-24 09:57,congress,congress_sell,UNH,Katie Britt,SELL,1001.0,2025-04-30,
2026-03-24 09:57,congress,congress_sell,GOOG,Katie Britt,SELL,1001.0,2025-11-07,
2026-03-24 09:57,congress,congress_sell,NVDA,Katie Britt,SELL,1001.0,2025-11-07,
2026-03-24 09:57,congress,congress_sell,AAPL,Katie Britt,SELL,1001.0,2025-11-07,
2026-03-24 09:57,congress,congress_sell,AMZN,Katie Britt,SELL,1001.0,2025-11-07,
2026-03-24 09:57,congress,congress_buy,UPS,Katie Britt,BUY,1001.0,2025-11-07,
2026-03-24 09:57,congress,congress_buy,V,Katie Britt,BUY,1001.0,2025-11-07,
2026-03-24 09:57,congress,congress_buy,IREN,Dale Whitney Strong,BUY,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_sell,JPM,Katie Britt,SELL,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_sell,BRK.B,Tina Smith,SELL,100001.0,2026-01-27,
2026-03-24 09:57,congress,congress_sell,SGI,April Mcclain Delaney,SELL,1001.0,2026-01-12,
2026-03-24 09:57,congress,congress_sell,VIK,April Mcclain Delaney,SELL,1001.0,2026-01-13,
2026-03-24 09:57,congress,congress_sell,IDXX,April Mcclain Delaney,SELL,1001.0,2026-01-13,
2026-03-24 09:57,congress,congress_sell,WAB,April Mcclain Delaney,SELL,1001.0,2026-01-14,
2026-03-24 09:57,congress,congress_sell,MORN,April Mcclain Delaney,SELL,1001.0,2026-01-15,
2026-03-24 09:57,congress,congress_buy,MSFT,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,HD,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,PGR,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,GOOGL,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,PH,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,AMGN,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,RPM,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,LLY,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,AEP,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,IBP,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,KR,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,AAPL,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,MEDP,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,AVGO,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,PLD,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,ETN,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_buy,V,David J. Taylor,BUY,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,LRCX,David J. Taylor,SELL,1001.0,2026-01-16,
2026-03-24 09:57,congress,congress_sell,SGI,April Mcclain Delaney,SELL,1001.0,2026-01-22,
2026-03-24 09:57,congress,congress_sell,WAB,April Mcclain Delaney,SELL,1001.0,2026-01-22,
2026-03-24 09:57,congress,congress_sell,PTC,April Mcclain Delaney,SELL,1001.0,2026-01-23,
2026-03-24 09:57,congress,congress_sell,TECH,April Mcclain Delaney,SELL,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_sell,BJ,April Mcclain Delaney,SELL,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_sell,TRMB,April Mcclain Delaney,SELL,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_buy,LH,April Mcclain Delaney,BUY,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_buy,AVGO,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,MSFT,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,MEDP,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,TRMB,April Mcclain Delaney,SELL,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,CRM,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,PG,David J. Taylor,SELL,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,VRTX,David J. Taylor,SELL,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,AMGN,David J. Taylor,SELL,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,AMZN,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,RPM,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,JPM,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,IBP,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,T,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_buy,PLD,David J. Taylor,BUY,1001.0,2026-01-29,
2026-03-24 09:57,congress,congress_sell,PTC,April Mcclain Delaney,SELL,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_sell,WAB,April Mcclain Delaney,SELL,1001.0,2026-01-30,
2026-03-24 09:57,congress,congress_buy,GOOG,Cleo Fields,BUY,1001.0,2026-01-12,
2026-03-24 09:57,congress,congress_buy,META,Cleo Fields,BUY,50001.0,2026-01-20,
2026-03-24 09:57,congress,congress_buy,GOOG,Cleo Fields,BUY,100001.0,2026-01-20,
2026-03-24 09:57,congress,congress_buy,NFLX,Cleo Fields,BUY,50001.0,2026-01-20,
2026-03-24 09:57,congress,congress_buy,IREN,Cleo Fields,BUY,50001.0,2026-01-20,
2026-03-24 09:57,congress,congress_sell,MCD,Sheldon Whitehouse,SELL,15001.0,2026-01-09,
2026-03-24 09:57,congress,congress_sell,SBUX,Sheldon Whitehouse,SELL,1001.0,2026-01-09,
2026-03-24 09:57,congress,congress_sell,HD,Sheldon Whitehouse,SELL,1001.0,2026-01-09,
2026-03-24 09:57,congress,congress_sell,NVDA,Sheldon Whitehouse,SELL,1001.0,2026-01-09,
2026-03-24 09:57,congress,congress_buy,C,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,ADBE,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,CRS,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,VSEC,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,MCK,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,AMKR,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,FCFS,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,APG,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,MPWR,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_buy,LRN,Markwayne Mullin,BUY,15001.0,2026-01-05,
2026-03-24 09:57,congress,congress_sell,SBUX,Shelley Moore Capito,SELL,1001.0,2026-01-28,
2026-03-24 09:57,congress,congress_sell,PSA,Virginia Foxx,SELL,1001.0,2026-01-12,
2026-03-24 09:57,congress,congress_sell,HTGC,Virginia Foxx,SELL,50001.0,2026-01-12,
2026-03-24 09:57,congress,congress_sell,TJX,John Hickenlooper,SELL,50001.0,2026-01-14,
2026-03-24 09:57,congress,congress_buy,ETN,John Hickenlooper,BUY,50001.0,2026-01-14,
